22917	117	4
28846	118	4
40462	118番	26
20953	119	3
39883	119分	2
40460	119番	26
29240	11cm	2
38857	11g	4
19541	11m	8
25078	11mm	6
20679	11インチ	2
33428	11人	7
36483	11人目のストライカー	7
39909	11件	6
18087	11位	13
37636	11億	4
40868	11分	4
42845	11勝	2
39103	11号	2
28493	11回	19
7801	11年	23
38014	11年ぶり	7
5184	11年前	2
12402	11年目	4
30295	11年間	4
15427	11日	121
7209	11時	26
24796	11時間	3
4796	11月	137
26654	11月10日	12
15601	11月11日	13
13891	11月12日	9
14188	11月13日	5
6882	11月14日	9
26513	11月15日	6
34462	11月16日	6
35017	11月17日	4
22673	11月18日	9
14702	11月19日	16
14105	11月1日	19
27360	11月20日	5
14887	11月21日	9
5727	11月22日	9
34199	11月23日	10
35028	11月24日	7
27151	11月25日	7
15139	11月26日	9
35263	11月27日	5
27426	11月28日	9
34576	11月29日	5
27175	11月2日	11
5714	11月30日	19
27334	11月3日	5
32823	11月4日	4
14362	11月5日	9
27130	11月6日	7
14341	11月7日	9
38277	11月8日	4
37015	11月9日	2
26575	11月上旬	6
7345	11月下旬	8
26595	11月中旬	6
36977	11本	3
21904	11枚	2
16153	11歳	12
43122	11点	2
43898	11番	3
21893	11種	4
33441	11色	2
43208	11試合	2
38141	11階	3
2953	12	249
39595	12%	2
40822	12.1m	2
40879	12.5m	3
38554	12.6%	2
40885	12.6mm	2
40685	12.8mm	2
7614	120	44
19617	1200	24
32179	1200万円	2
33589	1200人	4
8337	1200円	8
22613	120g	9
20442	120gb	7
38689	120ml	4
20229	120万	9
25686	120人	3
7769	120円	7
26336	120分	6
36556	120年	2
40592	120秒	2
21774	121	15
19103	1210	13
40753	1211	3
37539	122	7
39459	122人	2
22105	123	8
40849	123g	4
23978	124	9
21056	124g	2
15799	125	10
25958	1250	6
22614	125g	5
24941	126	17
18361	1260円	2
20918	127	7
40824	127g	6
19416	128	19
19208	1280	76
19918	12800	2
20422	1286	2
20318	128g	5
19048	128gb	13
41045	128k	5
24673	128m	4
26648	129	13
27474	1299円	2
21661	12cm	3
25613	12g	2
25982	12m	14
23570	12mm	6
21539	12v	12
28212	12w	2
20922	12センチ	3
36844	12セント	3
7210	12万円	5
15549	12人	20
40077	12件	4
30235	12位	6
26886	12倍	4
36164	12億円	2
24008	12分	9
42238	12勝	2
13659	12回	25
37108	12回目	2
35727	12巻	6
8718	12年	18
36006	12年ぶり	3
8745	12年前	3
40017	12年間	3
20823	12日	109
10532	12星座	7
939	12時	17
12851	12時間	9
7548	12月	120
14106	12月10日	12
35474	12月11日	2
24761	12月12日	6
8382	12月13日	11
19715	12月14日	11
27045	12月15日	14
8407	12月16日	13
24586	12月17日	10
32580	12月18日	10
24585	12月19日	13
14184	12月1日	19
35884	12月20日	11
27744	12月21日	13
22461	12月22日	8
14898	12月23日	11
7485	12月24日	6
7476	12月25日	27
35659	12月26日	4
35902	12月27日	4
35828	12月28日	2
35689	12月29日	2
25556	12月2日	11
11141	12月30日	19
9359	12月31日	12
27311	12月3日	6
35021	12月4日	6
14900	12月5日	13
38336	12月6日	6
9486	12月7日	7
26754	12月8日	6
16250	12月9日	23
26894	12月上旬	6
24675	12月下旬	3
22639	12本	3
29703	12枚	3
10706	12歳	9
43932	12点	2
37747	12球団	10
39416	12種	4
32885	12話	5
6389	13	154
40847	13.1m	7
40825	13.2m	2
18125	130	38
23188	1300	14
31548	1300万円	2
23511	1300円	3
41115	130g	2
25254	130m	3
42842	130キロ	2
36250	130万	38
24590	130人	4
23712	130年	3
19718	131	10
40891	1310	5
40735	1313	4
41446	131m	3
27569	132	13
41208	1320	3
41945	1325	2
40763	132g	2
38943	132人	2
24512	133	6
40561	133g	4
9613	133m	4
37371	134	3
22912	1344	3
30157	135	12
22113	1350	2
40834	135g	9
40449	135k	3
24486	135m	2
34743	135万円	2
20884	136	11
20143	1366	8
40755	136g	3
22916	137	8
26720	1370	8
41689	138	3
40828	138g	5
37327	139	4
30098	139g	15
36995	139回	4
29327	13cm	3
20470	13g	5
25079	13mm	3
21376	13インチ	4
41390	13カ月	2
26969	13万円	3
27272	13人	10
7442	13位	3
28813	13倍	2
27089	13億円	4
28825	13分	5
42301	13勝	2
42818	13号	3
12014	13回	9
39937	13回目	3
5961	13年	7
31288	13年ぶり	4
10494	13年前	4
23964	13度	2
8273	13日	127
15848	13時	11
24744	13時間	5
16150	13歳	18
27235	13秒	4
11997	13種	2
31300	13話	2
1973	14	139
41513	14.4m	2
41263	14.5mm	2
5694	140	24
21510	1400	7
19357	1400m	2
40191	1400円	2
40821	140g	6
23223	140m	2
26826	140ml	2
28179	140キロ	2
11327	140万円	2
30340	140円	4
36918	140周年	3
22061	141	3
32153	143	3
28805	1430	4
27625	144	12
21505	1440	6
41088	144g	4
8891	145	10
21314	1460	6
30104	147	3
30847	1475	2
21828	147m	2
8069	148	5
31853	1480	2
19503	1480円	6
41098	148g	2
30078	1490円	2
28647	14m	28
21938	14インチ	6
35492	14人	3
32331	14位	6
33602	14億	5
24007	14分	6
42648	14号	4
15321	14回	12
17292	14年	2
10855	14年前	2
11329	14年目	6
44307	14年連続	2
13199	14年間	3
8383	14日	118
2539	14日間	5
5190	14時	10
38596	14曲	2
30706	14本	4
16155	14歳	11
22058	14種	6
3265	15	205
7701	15%	7
41322	15.4m	5
41114	15.5mm	2
29295	15.7mm	2
9942	150	50
18181	1500	14
25688	15000	3
19358	1500m	9
38512	1500メートル	3
30928	1500万円	5
37313	1500人	2
17893	1500円	10
15863	150g	3
21456	150m	22
22666	150ma	3
16330	150ml	5
21302	150℃	2
42841	150キロ	3
24716	150万	4
15314	150万人	11
19882	150万円	5
36383	150人	3
5005	150円	26
40003	150分	4
32493	150周年	2
28635	150巻	7
5904	151	5
41971	1512	2
26456	151g	2
28402	152	3
21583	1520	12
40759	152g	2
20197	1536	10
26893	155	5
32255	1550円	3
40846	155g	2
40769	156	2
41837	157	2
25261	1575円	2
15924	157cm	2
22612	159	3
4403	15cm	8
25492	15m	5
38989	15ml	2
19862	15mm	6
29224	15℃	2
21377	15インチ	4
20748	15センチ	2
19840	15ドル	2
25616	15万人	3
18211	15万円	6
33692	15世紀	2
9076	15人	9
32332	15位	4
22192	15倍	5
34704	15億円	4
7487	15分	42
43846	15勝	2
43447	15号	2
34160	15周年	11
37811	15回	4
38898	15回目	2
8981	15年	11
9027	15年前	11
37041	15年後	2
13843	15年間	5
44048	15才	3
23366	15日	131
41911	15日間	2
940	15時	19
24798	15時間	3
36914	15曲	2
34555	15本	2
5251	15歳	40
14232	15秒	21
24578	15秒間	3
9435	15種	8
3865	16	185
19078	160	35
19023	1600	23
21584	1600m	3
11444	1600円	3
19787	1605	2
15923	160cm	2
5916	160センチ	2
37204	160万	2
27122	160円	6
36709	160年	3
40884	160時間	3
11836	1610	5
28797	162	2
19956	1630	3
15927	163cm	2
28729	163g	2
13047	163センチ	2
30105	164	3
24864	165	6
40836	1650	10
8693	165cm	2
41952	1660	3
40731	1677	67
39593	168	2
22296	1680円	3
44005	168cm	2
26733	168g	3
21518	16:9	6
18706	16g	67
18702	16gb	135
29866	16インチ	3
19050	16万円	2
34321	16世紀	3
28306	16人	5
30234	16位	5
34039	16作品	2
4215	16分	2
30811	16勝	2
40803	16号	4
34295	16回	4
37185	16回目	2
11574	16年	2
11205	16日	162
17304	16時	14
44206	16枚	2
10262	16歳	16
21873	16秒	2
22154	16種	3
12789	16話	4
40283	16階	3
2627	16項目	2
8280	17	180
17649	170	11
22498	1700	8
21315	1700m	9
25063	1700円	2
15916	170cm	6
26679	170g	2
28054	170m	3
19478	170円	10
33192	170時間	3
15919	172cm	4
31308	173	2
41965	174	2
23767	175	3
20533	1750	2
35421	1752年	5
20954	175g	2
38515	176	5
40843	176g	5
31852	1775	2
5899	178	10
38979	178cm	2
41920	17m	2
20484	17mm	2
23827	17インチ	4
30028	17万円	2
33321	17世紀	5
28305	17人	4
11981	17位	3
19910	17倍	2
37918	17分間	2
36303	17号	5
17608	17回	5
35579	17回目	2
16015	17年	2
38177	17年ぶり	3
13835	17年間	4
26632	17日	108
25151	17日間	5
17505	17時	16
8832	17歳	29
31256	17秒	4
9436	17種	2
42681	17試合	2
37604	17週目	2
8266	18	208
27912	18.6%	6
19076	180	35
22496	1800	46
21322	1800m	36
10221	1800万円	2
20347	1800円	6
24033	1800年代	3
15926	180cm	4
27941	180g	2
29876	180ml	2
13043	180センチ	2
21288	180万人	5
34744	180億円	2
6318	180円	5
37717	180分	3
12146	180度	11
11986	181	5
31522	184	3
30881	1845	2
38086	1849年	2
41917	184g	2
20333	185	6
38000	1859年	2
43698	185cm	2
29346	185g	3
39496	186	2
27472	1862	6
38691	1862年	2
40393	187	2
33459	1873年	2
43613	187cm	4
35559	1881年	3
19072	1888年	2
38985	189	2
31231	1892年	3
29524	1895年	5
20203	18cm	8
20635	18mm	2
32403	18万円	2
14600	18世紀	4
43119	18人	4
32335	18位	3
34994	18億	2
35837	18億円	2
17645	18分	7
30810	18勝	2
10154	18回	4
28764	18年	22
38148	18年前	2
1649	18年目	7
15696	18年間	3
23110	18日	134
16332	18時	27
7794	18歳	45
27838	18歳以上	3
29143	18禁	10
24184	18種	5
8014	19	144
23919	190	11
22497	1900	29
40831	1900m	18
31623	1900万円	2
29991	1901年	3
20424	1904年	2
30857	1909年	2
15852	190k	3
32282	190万	9
24588	191	5
37605	1910	3
34530	1911	7
24133	1912年	9
17766	1919年	3
21363	192	8
20194	1920	21
30747	1920年代	4
33948	1924年	2
36544	1927年	2
31249	1930	2
15133	1930年代	6
19312	194	3
21929	1941年	3
35167	1942年	2
33476	1944年	3
36328	1947年	2
43543	194cm	2
21297	195	5
22667	1950	2
8696	1950年代	8
22525	1951年	4
22528	1954年	4
29980	1955年	5
32937	1956年	4
30139	1957年	4
17888	1958年	3
32942	1959年	5
36936	1960年	4
29559	1960年代	8
31355	1961年	8
18372	1962年	9
36942	1963年	6
12268	1964年	7
20906	1965年	3
33790	1966年	8
14524	1967年	3
32290	1968年	5
23611	1969年	5
22707	197	7
30827	1970	3
29560	1970年	4
29605	1970年代	8
31410	1970年代前半	2
6018	1971年	14
30830	1972年	11
6015	1972年生まれ	2
10583	1973年	6
6019	1974年	8
24298	1975年	10
18577	1976	2
30828	1976年	9
38058	1977	2
24447	1977年	7
39800	1977年生まれ	2
23279	1978年	7
4816	1979年	13
41941	197m	2
41523	198	2
41823	1980	2
25139	1980円	6
23483	1980年	9
21716	1980年代	11
7761	1980年代後半	3
13494	1982年	13
39452	1982年生まれ	4
18219	1983年	8
22173	1984年	16
7763	1985年	17
11489	1986年	24
25886	1987年	8
25206	1988年	7
43406	1988年生まれ	3
1595	1989年	13
26942	199	3
30950	1990	2
8476	1990年	25
16828	1990年代	6
7762	1990年代前半	2
23612	1991年	10
7793	1992年	10
8961	1993年	17
16168	1994年	10
18924	1995	2
3211	1995年	22
9019	1996年	14
14396	1997	2
12195	1997年	16
18941	1998	2
2979	1998年	17
33130	1999	2
6194	1999年	22
26404	199m	3
26748	199ドル	4
32962	199万円	2
7172	199円	3
22932	19mm	3
30103	19インチ	4
30027	19万円	2
12815	19世紀	5
16872	19人	4
22382	19位	4
6552	19分	2
43725	19勝	2
43078	19号	2
29002	19日	121
37522	19日間	2
22140	19時	18
3750	19歳	41
41131	1b	2
20497	1ch	7
32586	1cm	3
25384	1d	23
43734	1fcケルン	2
20206	1g	40
20279	1gb	127
20512	1kg	6
17722	1ldk	2
19413	1m	42
20947	1mm	6
19166	1t	4
19600	1tb	10
40768	1w	6
22286	1か月	22
25643	1か月間	3
5691	1つ	174
18858	1インチ	37
4558	1カ月	18
35927	1カ月間	4
43541	1ゴール	2
39231	1セット	4
22702	1センチ	3
7765	1ドル	5
37109	1万人	4
5733	1万円	73
21316	1世代	5
31226	1世紀	2
762	1人	195
21450	1件	4
2063	1位	380
21324	1億	38
8070	1億円	22
17760	1円	10
19022	1円玉	2
7087	1分	49
23230	1分間	10
25148	1割	10
10951	1勝	12
13830	1号	19
32978	1周	3
26028	1周年	11
967	1回	180
43180	1回戦	5
3759	1回目	34
27289	1基	2
42583	1失点	3
12627	1巻	13
1297	1年	186
40136	1年ぶり	3
5650	1年前	15
10067	1年半	16
7768	1年後	15
8748	1年生	3
18460	1年目	15
1316	1年間	48
2478	1度	47
6740	1度目	4
43534	1得点	2
41306	1敗	5
934	1日	266
11256	1日目	8
34865	1時	2
4291	1時間	70
15893	1時間前	5
6629	1時間半	6
4604	1時間後	3
16230	1曲	10
8459	1月	83
27732	1月10日	4
15836	1月11日	7
26319	1月12日	5
27733	1月13日	6
15342	1月14日	16
28401	1月15日	6
15840	1月16日	2
39692	1月17日	2
28403	1月18日	10
28233	1月19日	4
8375	1月1日	8
28363	1月20日	9
15743	1月21日	9
16074	1月22日	2
36635	1月23日	3
15839	1月24日	8
34879	1月25日	7
31116	1月26日	2
19716	1月27日	13
15731	1月28日	10
31103	1月29日	6
25224	1月30日	7
14237	1月31日	18
8457	1月3日	3
40074	1月4日	5
35855	1月5日	5
33744	1月7日	12
35723	1月8日	2
27981	1月9日	7
40070	1月上旬	2
27327	1月下旬	8
9800	1月中旬	6
32163	1期生	2
5466	1本	93
1055	1杯	27
4310	1枚	86
30832	1次	4
42826	1次リーグ	3
4243	1歳	9
6315	1点	77
42406	1点差	2
14247	1番	50
33993	1番人気	3
18668	1発	6
30980	1票	3
6559	1秒	25
21843	1秒間	7
30890	1種	3
23559	1種類	11
22325	1色	25
42651	1試合	8
12786	1話	16
42846	1軍	4
34419	1週	6
37415	1週目	2
4530	1週間	125
36201	1部	8
2575	1階	32
484	2	2029
32930	2%	2
19624	2-b	2
18672	2.0	103
41461	2.1 eclair	2
41086	2.1g	11
21543	2.1mm	2
21323	2.1倍	6
15850	2.2g	2
41559	2.2m	2
22955	2.2倍	6
41250	2.3 gingerbread	2
19017	2.4g	9
37805	2.5d	2
23860	2.5g	3
35995	2.5m	2
21545	2.5mm	2
24323	2.5倍	4
26845	2.7kg	2
926	20	373
18834	20%	6
2087	200	98
16457	2000	44
17000	2000m	9
886	2000万円	10
15892	2000人	11
2901	2000円	17
3394	2000年	25
29574	2000年代	7
37351	2001	3
15030	2001年	25
13088	2002	10
15548	2002年	39
18930	2003	8
9349	2003年	34
12289	2004	6
7340	2004年	51
9335	2004年度	2
11886	2005	7
9499	2005年	56
13805	2006	9
8531	2006年	93
38663	2006年度	3
12770	2007	9
2809	2007年	88
18931	2008	10
2836	2008年	125
25210	2008年北京オリンピック	2
36717	2008年度	4
12810	2009	48
19817	2009-12-05	5
8264	2009年	208
27047	2009年度	7
22544	200g	6
21835	200m	18
19957	200ma	6
39587	200ml	3
25418	200メートル	5
19279	200万	42
17834	200万人	3
16173	200万円	29
15804	200人	10
21712	200億円	2
7088	200円	49
40092	200勝	2
36687	200周年	6
33114	200回	3
36992	200年	6
27191	200度	2
32101	200時間	3
29833	200種	5
27312	201	6
7478	2010	185
1147	2010年	366
39751	2010年代	2
9581	2010年度	10
8376	2011	283
44297	2011 fns歌謡祭	3
19347	2011-06-11	6
8206	2011年	569
489	2011年度	34
16007	2012	505
40266	20120326	2
19421	20120425	2
41534	20120627	2
14852	2012年	1254
26151	2012年問題	2
13183	2012年度	15
14993	2013年	45
28766	2013年度	7
17571	2014年	12
20994	2015年	58
16835	2016年	5
33038	2016年度	3
37598	2018年	2
30503	202	5
4380	2020年	10
38011	2023	2
38012	2023年	2
20929	203	3
16238	2030年	3
18040	2035年	2
24523	204	3
20196	2048	12
32971	205	4
41199	205円	4
10692	206	3
26883	207	4
38005	2089	2
22802	20cm	6
18477	20g	6
22833	20gb	3
16756	20kg	2
30961	20km	2
27240	20m	9
23745	20mm	5
25368	20w	4
38849	20キロ	2
25837	20センチ	3
15823	20万	18
2081	20万人	12
1321	20万円	19
15770	20世紀	14
17175	20世紀fox	4
34952	20世紀フォックス	11
14783	20人	12
356	20代	203
317	20代前半	21
5073	20代女性	18
1155	20代後半	37
2634	20代男性	5
38751	20件	4
21208	20位	5
28421	20倍	6
36354	20億	4
34451	20億円	10
20073	20円	3
7866	20分	44
3334	20分間	4
42828	20号	2
37851	20周年	11
6072	20回	3
40332	20巻	2
2994	20年	54
36537	20年ぶり	2
5072	20年前	7
15559	20年後	13
4182	20年目	3
13315	20年間	8
28443	20度	4
14145	20才	5
8001	20日	124
18494	20日間	4
2205	20時	17
12680	20時間	5
24836	20本	3
518	20歳	52
39004	20秒	2
30931	20種	7
42531	20節	4
2152	21	227
39671	21%	2
2828	21.1%	2
26489	210	10
22499	2100	22
40226	21000人	2
21553	2100m	17
31253	2100円	2
22450	2106	106
26935	210万	8
26721	210万円	2
25497	210円	11
30156	211	4
29155	213	2
24685	2132	2
41293	2134	4
40232	214	2
41744	214k	3
26842	215	2
21513	2160	4
26882	219	6
31275	21cm	2
23571	21g	2
26738	21m	11
33958	21グラム	3
25499	21万円	2
15602	21世紀	21
38819	21人	2
44258	21位	2
35582	21億	14
35016	21億円	4
22146	21分	2
43004	21号	2
27595	21回	7
39332	21才	2
17643	21日	133
27713	21時	13
3751	21歳	25
30083	21種	3
37788	21階	4
5751	22	108
29691	22%	2
26857	22.1mm	2
21519	220	11
9497	2200	10
20873	2200m	7
27041	220万人	5
39705	220円	2
24072	221	2
41944	2210	2
40503	222	2
24205	223	7
8004	224	5
27810	225	6
30934	2250円	2
10308	226	3
36351	227	3
37418	228	3
20511	22mm	2
36389	22ndシングル選抜総選挙	2
43951	22位	2
34349	22回	3
18261	22年度	2
17628	22日	130
4187	22時	18
3212	22歳	38
34136	22話	4
1306	23	154
8550	230	11
30033	2300	3
19310	2300m	2
19313	230g	3
25227	230m	2
19908	230万	7
40480	230円	2
41954	230時間	2
17033	234	6
25136	235	2
21844	236	6
41581	237m	2
22680	2384	2
26099	239	3
26843	239m	2
34138	23:00	6
38467	23cm	2
25080	23g	2
40371	23kg	2
21550	23mm	2
13559	23人	6
42034	23位	4
41552	23区	2
42782	23号	2
27317	23回	4
15800	23年	2
17627	23日	111
6070	23時	9
28499	23時間	9
4131	23歳	37
41765	23秒	4
2156	24	115
28674	24%	2
24577	240	28
37420	2400円	2
20320	240g	2
25979	240m	3
19855	240v	4
24465	240万	5
7766	240円	11
20331	241	2
18820	2420	3
30130	245	6
38397	245円	3
24267	246	3
26981	248	2
27255	2480円	2
26609	249	3
25938	249g	5
40713	249k	3
24837	24gb	2
22194	24m	12
24227	24mm	2
19505	24カ月	2
35899	24万人	2
22248	24位	3
27791	24倍	5
39844	24億円	4
37394	24分	3
42906	24号	2
5559	24回	24
15228	24才	4
14899	24日	129
3420	24時	9
1170	24時間	69
4376	24時間テレビ	6
3213	24歳	44
2917	25	145
29325	25%	2
9895	250	33
22543	2500	11
26809	25000	4
22607	2500m	6
8691	2500人	3
15622	2500円	9
31011	250g	3
15864	250k	2
22515	250m	7
20532	250ma	2
26145	250ml	6
36849	250万	4
25759	250人	4
25140	250円	19
40935	250時間	3
22368	252人	2
37435	253	3
24826	255	5
28751	2550	2
41182	255円	3
20166	256	9
21517	2560	2
21832	256g	4
19049	256gb	5
23290	256m	2
27624	257	3
21507	25cm	3
22483	25g	10
19150	25m	46
27823	25mm	3
38844	25t	2
23157	25℃	3
41389	25カ月	2
13441	25万人	4
13098	25万円	4
35800	25人	3
15657	25位	2
35979	25億	2
27087	25億円	3
6071	25分	4
42725	25号	2
35353	25周年	16
26196	25回	3
11490	25年	16
9079	25年ぶり	2
23123	25年前	3
35888	25年後	2
8698	25年間	4
28637	25度	3
14385	25才	4
2849	25日	138
23820	25時	2
27809	25時間	5
2008	25歳	98
40246	25点	2
21246	25秒	3
29830	25種	5
6393	26	75
26384	260	10
21121	2600円	4
30350	260円	10
32757	260年	2
40933	260時間	2
36981	262	4
26382	263	4
20330	264	2
28796	265	2
29153	26cm	2
22914	26g	2
19860	26mm	2
32298	26万人	5
20549	26件	2
39107	26分	2
10558	26才	5
25370	26日	125
2557	26歳	83
24228	26秒	2
13417	27	60
20230	270	23
28807	2700	4
19845	2700m	2
36800	270万	5
39552	270円	2
30289	270度	2
25672	270時間	2
36479	271	3
18618	272	3
19262	274	2
19423	275	4
19700	276	2
20232	279	3
19849	27mm	2
37573	27t	2
25438	27インチ	2
37438	27億	7
14389	27才	6
25519	27日	134
35338	27時間	3
43330	27時間テレビ	3
602	27歳	104
27234	27秒	2
3608	28	91
26522	28%	3
21824	280	14
24985	2800	5
34504	2800万円	3
20344	2800円	6
21917	280円	17
20898	283	2
20119	283g	2
21237	285	3
21362	288	4
23829	2880	4
18966	289	18
23156	28mm	4
37052	28人	3
28109	28分	2
39718	28回	2
1919	28年	3
25218	28年ぶり	3
30140	28年間	2
12797	28才	5
8647	28日	125
332	28歳	130
3145	29	68
24087	29.7%	2
21235	290	13
28417	2900億円	7
27550	290円	4
21697	291	2
22005	293	2
16338	2940円	2
22323	296	2
26878	2980円	8
22541	299	2
37825	29万人	2
18252	29人	2
42748	29位	2
22137	29分	4
31042	29回目	4
30164	29年	3
36562	29年ぶり	6
8672	29才	11
20818	29日	142
31038	29枚	5
747	29歳	131
40830	29秒	3
20353	2b	5
21224	2ch	16
37029	2chまとめサイト	3
14458	2cm	6
19112	2d	121
20588	2g	24
19672	2gb	66
14537	2kg	4
7628	2ldk	2
24151	2m	11
26340	2mm	3
37679	2nd	7
32562	2ne1	2
35455	2pm	5
18816	2t	10
18675	2tb	14
19867	2v	3
2867	2w	8
20283	2x	4
41640	2×2	4
17659	2か月	6
